audiocap_id,youtube_id,start_time,caption,video_Caption
105365,9vZDsGjyh5M,40,An engine running,"In this video, we see a close-up shot of a car's grill and headlights. The camera then pans to the left to show the front of the car. "
103634,9xoYx3lTJ9I,5,Wind sounds as motor boat travels followed by a woman speaking,"In this video, we see a person riding a jet ski in the ocean, creating a large splash of water. The video captures the jet ski from different angles and distances, showcasing the beauty of the ocean and the thrill of the ride. "
105355,9z2OwpftxUE,10,Continuous thunder,"In this video, we see a black background with a silver metal texture. There are various objects in the video, including a clock, a sign, and a street sign. The video lasts for 8 seconds, and the content is described in temporal order with each frame caption, object names, and object descriptions with specific locations and sizes. "
104224,9z8XIRyUq9Q,30,Older woman speaking,"In this video, we see a woman standing at a podium in front of a flag. She is speaking into a microphone and appears to be giving a speech. "
104525,9zstu_IfAm4,30,A truck horn honking as a large truck engine drives by while a crowd of people talk in the background,"In this video, we see a large semi-truck driving down a street at night. The truck is lit up with colorful lights, and we can see the headlights and taillights of the truck as it moves down the road. "
105048,A0E_UiD-fR4,0,Loud beep followed by engine noise,"In this video, we see a room with a wooden floor and a black and white toy train on the floor. The video shows different angles of the room and the toy train. "
104578,A61Mry8zBwE,30,A man speaking over an intercom as a crowd of people applaud,"In this video, a man is riding a horse in a field. He is wearing a black jacket and white pants, and he is holding a whip in his hand. The horse is brown and white, and it is walking, trotting, and running around the field. There are also some people and chairs in the background. "
103628,AFgGoY8Ihhg,30,An emergency siren going off as wind blows heavily into a microphone,"In this video, we see a red truck driving down a road at night with its headlights on. The truck is driving on a street with trees on both sides of the road. "
103045,AI1OweEW8C0,50,Rain lightly falling while water trickles and splashes followed by wind blowing into a microphone then thunder roaring in the distance,"In this video, we see a storm approaching a house with dark clouds in the sky. The video shows the storm clouds moving closer to the house, and we can see the trees and the sky getting darker. "
104914,AJtNitYMa1I,2,Food sizzling while cooking,"In this video, we see a steak being cooked in a skillet on a stove. The video shows the steak being cooked from different angles, and we can see the food sizzling as it cooks. "
105779,AKHZMg9ba30,30,Male speech with people speaking in the background,"In this video, a man is seen riding a horse along a dirt track. He is wearing a black jacket and a yellow helmet while the horse is black in color. The man is holding the reins of the horse and appears to be in control of it. "
105701,AMQei29haCw,20,A drill running and a man vocalizing,"In this video, we see a person holding a blue and black motor in their hand. The video shows the person holding the motor in different positions and angles. "
106983,AR8-MVl_Mf8,2,A man screaming followed by a loud metal object slamming shut then a series of thuds and a man speaking with audio static at the end,"In this video, we see a man walking down the street next to a parked car. He is wearing a red shirt and blue jeans. We also see a black and white sign, a red and white sign, a red and white striped awning, and a white sign with black lettering. "
106357,ARFFw0e_jig,20,A loud distorted belch followed by a series of burping,"In this video, we see a cartoon character with a surprised look on his face. He appears to be wearing a green shirt and has a green hat on his head. The video lasts for 8 seconds, and the character's facial expression remains the same throughout. "
103639,AUJPx81qKtY,0,A man talking as a swarm of insects are buzzing,"In this video, we see a man standing in front of a blue background. He is wearing a green shirt and is holding a yellow frisbee. The video lasts for 8 seconds, and we see the man in different positions and actions throughout the video. "
103319,AUmY0YRAFQE,0,Sirens blaring passes by and then diminishes in the distance,"In this video, we see a red car driving down a street, followed by a police car. The camera then shows a woman walking down the street. "
103789,AWGnTI0e2Fs,300,A toy helicopter flying then powering down before powering up,"In this video, we see a person walking down the stairs of a house. The person is wearing a white shirt and blue jeans. We also see a small bird on the ground, and the grass is green. "
106093,AagLJkfrFMk,60,A toilet flushing,"In this video, we see a toilet with water running in it. The camera then zooms in on the toilet. "
102751,AbplcXwXnvE,30,Girl speaks and crunches plastic wrapping,"In this video, we see a person holding a small white ball with a face on it. The ball is wrapped in plastic, and the person is holding it in their hand. "
105922,AgaiowyYt88,30,A loud and forceful bang,"The video shows a series of black and white images of text on a white background. The text varies in each image, but it is always in black letters on a white background. "
106808,Agh2EKINlSw,30,"Hard rain falls on a metal surface, then three adult males speak while soft rhythmic whooshing occurs","The video shows a person driving a car on a highway during a storm. The person is driving through heavy rain and fog, and there are several other cars on the road. The video captures the person's journey as they drive through the storm. "
104606,AizmnCDlXos,8,A bell ticks with a thumping noise,"In this video, we see a wooden cabinet in a kitchen. The video lasts for 8 seconds, and the content is described in temporal order with each frame caption, object names, and object descriptions with specific locations and sizes. "
106774,Aj_VMUSNjNM,30,An engine revs several times,"In this video, we see a car engine with the hood open. The video lasts for 8 seconds, and we see different objects in each frame. "
104545,ArHiac57pVk,30,Men are communicating followed by a ticktock noise,"In this video, a man is seen sitting in a chair while another man feeds him something from a plate. The man feeding him adjusts a strap on the chair and then helps the man stand up. "
105521,AtkD-3GjXMw,40,Music plays as a man is singing followed by muffled rapid gunshots firing,"In this video, we see a screenshot of a video game. The video shows different objects and scenes, such as a red and white sign, a black and white sign, a large building, a red and white fire hydrant, and a person in a black shirt. "
106116,Axd__X2rixk,30,An animal is galloping with a clip-clop noise,"In this video, a person is seen riding a horse in an indoor arena. The horse is seen trotting around the arena while the rider maintains their balance and posture. "
102836,B3O476LeuXY,30,A motorbike engine running idle,"In this video, we see a man standing next to a motorcycle. The video lasts for 8 seconds, and we see different objects and their attributes in different frames. "
104801,B4SZwi9Ce3o,30,A man speaks with a revving engine and clicking that stops,"In this video, we see a man with a beard in the dark. He is wearing a green shirt and is seen in different locations and positions throughout the video. "
27609,B8rdur4aams,30,Rustling and shaking followed by a horn and gusts of wind,"In this video, we see a person walking down a tunnel towards the light at the end. The video is only 8 seconds long, and we see the person walking towards the light throughout the video. "
106981,BA-lFjpzad4,30,A man laughing as a motorcycle is accelerating followed by a person chuckling while music plays in the background,"In this video, we see a person riding a motorcycle down a dark street at night. The camera follows the motorcycle as it passes by a car and a truck. "
102989,BDpU2Qh77NE,30,Birds chirp followed by people communicating,"In this video, we see a lion resting under a tree in the wilderness. The lion is seen in different positions, sometimes sitting and sometimes lying down. There are also other animals in the video, such as a brown bear and a brown and white cow. "
106033,BGEMgl1xjac,120,Insects chirping and clicking,"In this video, we see a group of animals, including a dog, a cat, and a bear, standing together in a forest. The animals are seen in different positions and locations throughout the video. "
103677,BL8ksJ0sTXk,260,A vehicle engine running idle as a man is talking,"In this video, we see a close-up shot of a car engine. The camera then zooms in on the engine, and we see a green light. The camera then moves to a different angle, and we see a green light again. "
104459,BLMWD6fxhpo,22,Footsteps on grass followed by a man grunting then bubbles popping proceeded by a pig oinking,"In this video, we see a series of screenshots from a video game. The scenes show different objects and locations, such as a brown wooden bench, a pink pig in a cage, a white and black cat, and a brown wooden table. "
106460,BMayJId0X1s,120,A man talking as a baby is crying,"In this video, we see a series of different objects in different locations. In the first few seconds, we see a white object on the ground, followed by a white object on a table. Then we see a white object on the ground again, followed by a white object on a table. Later on, we see a white object on the ground again, followed by a white object on a table. Finally, we see a white object on the ground again, followed by a white object on a table. "
103555,BOB65Nd0pXo,180,A helicopter engine operating while wind blows heavily into a microphone,"In this video, we see a black helicopter landing on a field of brown grass. The helicopter is the main object in the video, and we see it from different angles as it lands and then takes off again. "
28159,BQ-r9mEHssU,17,"Running through grass and leaves, metal clinking, then a woman laughs","In this video, a brown horse is seen running across a field while being chased by a dog. The horse eventually stops and turns to face the camera. "
28284,BUAPM4D3-h8,290,"Women, child talking and birds chirping","In this video, we can see a black cat walking through the grass. The cat is walking on all fours and appears to be exploring its surroundings. "
105188,BXxlqaDvdaA,30,Wind blowing and water splashing as a man speaks,"In this video, we see a boat sailing on the water. The video shows various shots of the boat from different angles, with the water and sky in the background. "
104864,BZCEDkx37rI,15,Humming of an idling engine,"In this video, we see a dashboard of a car with a speedometer and other gauges. The camera then pans to the left, showing the steering wheel and other parts of the car's interior. "
106292,Ba92IrXFvJo,30,An engine running,"In this video, we see a yellow and black boat parked in a parking lot. The boat is shown from different angles, and we can see a silver car parked in the background. "
102877,BlbGXalLNVU,70,Water splashes and wind blows as men speak,"In this video, we see a group of people standing on a boat in the water. There are also people standing on a dock nearby. Throughout the video, we see different people wearing different colored shirts and jackets. "
104312,Bn4lc01q9vE,30,"Water splashes irregularly as a man speaks, then a woman calls loudly","In this video, a cat is seen walking into a bathroom where a person is taking a shower. The cat then walks out of the bathroom. "
104185,Boe3MeEpn_c,380,"A man speaking, with the clinking of dishes in the background, following by the hiss of an oil mister spraying","In this video, a person is seen putting a loaf of bread into a toaster oven. They then close the oven door and spray the bread with oil. "
103106,Bvw2gv1fcZw,70,A click followed by loud burps and laughing from young girls,"In this video, we see a woman wearing glasses standing in a dark room. She is the only person in the room, and we can see that she is standing still. "
107017,BwnGxJD9xh8,30,Birds chirping and wind blowing in the background followed by a man talking then a goat baaing,"In this video, we can see a sheep lying on the grass, and a person is petting the sheep. "
105391,Bz9Y5nZK3eo,21,Rapid typing on a keyboard,"In this video, we see a person's hands typing on a white computer keyboard. The video lasts for 8 seconds, and we see the hands typing on the keyboard throughout the video. "
103963,BzHTqyX69pI,60,Rustling with scraping as pigeons coo,"In this video, we see a man standing in a room with a lot of pigeons. He is wearing a black jacket and is looking at the pigeons. The pigeons are in cages and there are also some white birds in the room. The man seems to be observing the birds and their cages. "
103553,C4JwGJQ2dUA,30,A man delivering a speech with some faint static buzzing,"In this video, we see a man wearing a white robe and a white hat. He is holding a microphone and speaking into it. He is standing in front of a blue background. "
104929,C5kmOK_l4jc,0,A young girl talking as an infant is laughing,"In this video, a baby is sitting in a high chair and laughing while a girl is talking to him. The baby continues to laugh as the girl turns the pages of a book. "
107146,C8kR19NvynA,30,A man speaking continuously,"In this video, we see a man speaking into a microphone in front of a crowd of people. The scene takes place in a large room with a stage and a crowd of people. "
103862,C9NC7wJ7C3w,30,A woman speaking rapidly,"In this video, we see a woman wearing a green dress and a red scarf. She is sitting in front of a TV screen, and there is a blue and white sign behind her. The video lasts for 8 seconds, and we see the woman in different poses and angles. "
103858,CBwXKOpJY_o,30,A woman speaking with a child speaking,"In this video, a young boy is seen sitting on a couch and holding his head while making faces. He then covers his eyes with his hands and continues to make faces. "
105429,CM49C3RkzV8,30,Female speaking,"In this video, a woman is standing at a podium and giving a speech. She is wearing a white dress and is speaking into a microphone. There are people sitting in chairs behind her, and there is a sign on the wall behind her. "
105159,CMNlIW6Lkwc,12,Camera muffling followed by a popping explosion as a group of people talk and silverware clacks in the background,"In this video, we can see a fire burning inside a building. The fire is visible in the first few frames, and it continues to burn throughout the video. "
106272,CMUuelJFJ7Q,30,One long chime,The video shows a clock tower with a large clock on its face. The clock is visible in every frame of the video. 
104752,CO6-i8NLbeo,0,A man talking followed by a goat baaing then a metal gate sliding while ducks quack and wind blows into a microphone,"In this video, a man is seen standing in front of a barn with a goat. He then proceeds to pet the goat and continues to do so while another man walks in and out of the frame. "
102854,CYUlLTKoa1Y,80,A woman speaks followed by a sewing machine slow stitching,"In this video, a man is sitting at a sewing machine and sewing a piece of cloth. He is focused on his work and seems to be skilled at using the sewing machine. "
106729,C_ga5m6nOhI,30,Hissing and ticking with whistling of a horn,"The video shows a miniature train moving along a track. The train is seen from different angles and locations, and it appears to be a toy train. "
106196,Cbe2B6ohBpw,30,"A duck quacking repeatedly, and a horses hooves clopping","In this video, we see two ducks standing next to a small blue pool of water. One of the ducks jumps into the pool and starts swimming around. The other duck watches the first duck swim before eventually jumping in as well. "
107105,CchRf2jq6fc,30,An adult female speaks in a quiet environment,"In this video, a girl is seen standing in a kitchen and talking to the camera. She then proceeds to put a bottle of dish soap into the sink and begins washing the dishes. "
105422,CeRoaEcqUgM,30,A motorboat driving by as water splashes followed by wind blowing into a microphone,"In this video, we see a boat traveling through the water. The boat is moving at a constant speed, and we can see the water splashing around it. "
104342,CefFMA3klxk,150,Semi-truck honking then taking off.,"In this video, we see a large truck carrying a piece of machinery on a trailer. The truck is driving down a road next to a fence. "
103146,CfxWJ1Qoufg,10,Rustling followed by brief speech and water running,"In this video, we see a toilet with the seat up. The camera then zooms in on the toilet, and we see the water swirling around the drain. "
105456,Ch0LMmhBUg4,260,A man speaking and a child yelling with wind blowing,"In this video, we see a little girl running away from the camera, and then she runs towards the camera. We also see a person in a blue shirt walking towards the camera. "
104134,CvNAwby6Xos,220,A man talking as a sewing machine rapidly operates and hums,"In this video, we see a person using a sewing machine to cut a piece of fabric. The person is wearing a black shirt and is using the sewing machine to cut the fabric. "
103405,CwxgQS3SXic,160,A sewing machine operating,"In this video, we see a person using a sewing machine to sew a piece of fabric. The video shows the person's hand on the fabric, and the sewing machine is visible in the background. "
102912,CxaPpRJRkn0,0,Footsteps walking on a hard surface followed by a person snoring,"In this video, a man is seen sleeping on a black leather couch. He is wearing a white shirt and blue underwear. The camera zooms in on his face, and he starts to make faces and move around. "
106260,D1Sy7kRoaR8,30,"A woman is speaking, and a horse brays","In this video, a man is riding a white horse in a barn, and he is wearing a red suit. The horse is bucking, and the man is trying to stay on. "
106309,D2Xc_jZllDY,30,A dog barking as a man is talking while wind blows into a microphone as birds chirp in the distance,"In this video, we see a dog herding sheep in a green field. The dog is seen running around the sheep, and the sheep are running around the field. "
107222,D4s5aHrsBgs,80,Music plays along with whistling,"In this video, a man is singing into a microphone on stage. He is wearing a red shirt and is accompanied by a band. The video shows him performing for a crowd. "
104568,D96OO7nYYsg,30,A vehicle accelerating then revving,"The video shows a car driving down a street with other cars and trees on both sides of the road. The video is only 8 seconds long, and it captures different scenes of the car driving down the street. "
105402,D9tinq3RMpU,30,An engine running and wind with various speech in the background,"In this video, we see a ferry boat carrying cars and people across a body of water. The video shows different angles of the ferry boat and the surrounding area. "
106766,DAN1t9ukkg0,30,A person types on a keyboard,"In this video, we see a person typing on a keyboard in front of a computer monitor. The person's hand is visible as they type, and we can see the keys being pressed. "
103869,DNtF_mGzQes,30,A man talking on loudspeakers along with an idling truck and a bustling crowd,"In this video, we see a fire truck arriving at a building, and firefighters getting out to put out a fire. "
103409,Dc2WEiRk0rA,30,"Hissing spray is occurring, and liquid is pattering on a surface","In this video, a man is seen standing on a roof while holding a hose. He appears to be spraying water on the roof tiles. "
106515,DjKGzOe_COc,30,A woman is performing a speech,"In this video, a young girl is standing in front of a fireplace. She is holding a piece of paper and appears to be reading from it. "
107364,DlWd7Wmdi1E,150,A man speaking as monkeys scream and dogs bark followed by birds cawing in the distance,"In this video, we see a man standing in a forest, looking up at the sky. He then looks through binoculars and continues to look up at the sky. "
105127,Dn3buZWMzwY,20,"Snoring is ongoing, while an adult female laughs and an adult male speaks","In this video, a person is sleeping in a bed with a white pillow. The camera pans around the room, showing different angles of the person sleeping. "
102870,DrCm-HpX67k,180,Fabric rustling followed by wood clanking then knocking on a hollow wooden surface as dirt and gravel pour out while crows caw in the background and wind blows into a microphone,"In this video, we see a person opening a wooden box and then a beehive. The person then opens the lid of the beehive and we see bees flying around. "
107016,Dt53UZgyznE,9,A kid crying followed by a man talking,"In this video, we see a cartoon of a man and a woman standing in front of a flag. The video lasts for 8 seconds, and we see different objects and their attributes in each frame. "
103647,DzKjogSVOLM,21,Ducks quacking and chirping as a rooster crows and a crowd of people talks in the background,"In this video, we see a duck inside a cage. The duck is standing in the cage and looking around. "
33150,E3D_z0aoUEg,30,Ambient horror music plays as birds chirp and frogs croak,"The video shows a full moon in the night sky. The moon is visible throughout the video, and the sky is dark with some clouds. "
104940,E3Q1jfTeuWs,30,A baby cries quickly followed by heavy breathing and rattling,"In this video, a young child is seen standing in a garage and then running out of the garage. "
104986,E6FH_xp3I54,60,A man is speaking followed by birds chirping,"In this video, we see a tiger in the jungle. The tiger is initially shown sitting among the trees and bushes. Later, the tiger is seen walking through the forest, and then it is shown sitting on a branch. "
106636,E9zN3-C64KE,25,A woman talking followed by a pig oinking then fabric rustling and a camera muffle,"In this video, we see a pig sleeping on a bed. The pig is lying on its side, and we can see its head resting on the bed. The bed is covered with a white blanket, and there is a green pillow next to the pig. The room is dark, and we can see a black wall in the background. "
103503,EBCH7TPgiPc,0,"Engine revs very high for a while, then begins to slow down","In this video, we see a car parked on a street. The video shows different angles of the car and its surroundings. "
106655,ECw5Yf7QoMo,30,A man speaking in the background as another man speaks in the foreground followed by a crowd of people applauding,"In this video, we see a man wearing a suit and tie standing in front of a crowd of people. He is speaking to the crowd, and we can see people sitting in chairs and some standing behind him. "
106087,ENTi8Sn4vdM,20,A woman and a young boy talking as water splashes and a group of kids yell in the distance,"In this video, a young boy is seen sitting in a creek and sifting through water in a yellow bucket. He continues to play with the rocks and water while looking up at the camera. "
106581,ESjMIqrvRj4,30,Rain falling as birds are chirping followed by thunder,"In this video, we see a screenshot from a video game. The video shows a large castle-like building with a clock tower, a small house, a large tree, and a waterfall. The sky is cloudy, and there is a large rock in the water. "
105064,EUZaxaWqhwg,40,Wind blows and people speak with some rattling and hissing,"In this video, we see a series of images of a runway at an airport. The images show various objects such as planes, buildings, and runways. The video is only 8 seconds long, and the content of each frame is described in temporal order with each frame caption, object names, and object descriptions with specific locations and sizes. "
104667,EY4p0_NJVQs,30,An adult female is speaking in a quiet environment,"In this video, we see a woman wearing a green dress and a colorful hat standing in front of a podium. She is holding a microphone and appears to be giving a speech. The video lasts for 8 seconds, and the woman is the main focus throughout. "
105764,EYTz1LPDHsc,30,Birds chirping and then a door unlocking and then opening,"In this video, we see a man driving a car. He is wearing a plaid shirt and appears to be focused on the road ahead. "
104621,EbpOXac13yo,30,A man talking followed by another man talking in the background as a vehicle drives and other vehicles pass by,"In this video, we see a bus driving down a street. The video lasts for 8 seconds, and we can see the bus moving from left to right. "
105844,EcihYbSlyck,30,"The wind is blowing, a large motor vehicle engine idles, an electronic signal beep, a vehicle horn blows, and faint speech is present in the background","In this video, we see a man in a yellow hat standing up and then sitting down again. There are also several other people visible in the video, including a woman wearing a black shirt, a man wearing a white shirt, and a person wearing a green hat. "
105698,Efk5kdn9lR8,21,A child is speaking followed by a door moving,"In this video, a girl is seen standing in front of a closet. She opens the closet door and falls into the closet. "
102777,ErxgH5g3Kx0,30,Hissing and buzzing of insects with a horse neigh and clip clops,"In this video, a man is seen riding a horse in an indoor arena. He is wearing a black shirt and blue jeans. The horse is brown in color and has a black mane. The man is holding the reins in his left hand and gently tapping the horse with his right leg to make it move forward. "
103032,EvZ3jOMYWxk,30,A woman is speaking in a quiet environment,"In this video, a young woman is standing in front of a white door. She is wearing a blue and white dress and is holding a piece of paper in her hand. She is standing still and not moving. "
105987,EzWEO2WD_MM,70,A power tool drilling followed by plastic clanking,"In this video, we see a person sleeping in a bed with a zebra print blanket. The video lasts for 8 seconds, and we see the person sleeping throughout the video. "
107176,F-47fRplQEc,6,A woman talking as a sheep baa and birds are cawing in the background followed by a woman speaking in the foreground then another woman and kid talking,"In this video, a man is seen grooming a horse in a field. He brushes the horse's hair and then moves on to the other side. "
103617,F7QtqKtllK0,50,A person snores,"In this video, we see a man sleeping on a couch with his hand on his face. He is wearing a blue shirt and has a beard. The video lasts for 8 seconds, and we see the man sleeping in different positions. "
103709,FA11v4SmdBc,70,A man speaks and then whistles,"In this video, we see a man wearing a black hat and a white shirt. He is making funny faces and appears to be in a room with a white wall and a black chair. "
106377,FDwK7T1JO_0,160,Two men speaking followed by plastic clacking then a power tool drilling,"In this video, we see a man using a power drill on a piece of wood. He is standing in front of a table, and there is a blue and orange toy nearby. "
107052,FJkvAMLmejY,7,"People are whispering, and a horn sounds followed by laughter","In this video, a boy is seen opening a door and entering a room where three people are lying on a bed. The boy then closes the door behind him. "
107416,FKaJsvcyHTk,0,A baby crying loudly,"In this video, we see a baby wrapped in a blanket crying. The baby is wearing a white and pink shirt, and there is a white and pink blanket on the bed. The baby is lying on the bed, and there is a white pillow on the bed as well. "
106811,FL8KTgMGrN4,30,A vacuum running,"In this video, a person is using a vacuum cleaner to clean a carpet. They move the vacuum back and forth over the carpet, and the video shows the carpet getting cleaner as they continue to vacuum. "
102940,FR7BDRhMATo,310,Blowing of a horn as a train passes,"The video shows a train moving on the tracks. It starts with the train moving from 0.0 seconds to 5.0 seconds. Then, the train passes a red and white striped pole from 10.0 seconds to 15.0 seconds. After that, the train passes a red and white striped pole again from 20.0 seconds to 25.0 seconds. "
105676,FXdoNvmrYxo,280,A young girl talking followed by a man talking then a young boy softly talking as birds are chirping in the background,"In this video, a young girl catches a fish using a fishing net while a boy holds the fish. The girl then releases the fish back into the water. "
105870,Fc9pG54DDJM,30,A toilet flushes and water drains,"In this video, we see a toilet with water swirling around in the bowl. The water is moving in a circular motion, and we can see the reflection of the light in the water. "
103085,FeHndzYAUkg,170,A power tool drilling as music plays in the background,"In this video, we see a man working on a piece of wood. He is using a drill to cut a hole in the wood, and we can see him adjusting the drill and moving it around as he works. "
105431,Ff8bCCJfVX4,10,Rapid and repeated gunfire and then male speech,"In this video, we see a person walking around a yard with a gun, shooting it into the distance. The video captures the person's movements as they walk around the yard and shoot the gun. "
107267,FfUqv0Vv3ME,20,Rustling and adult male speech and footsteps,"In this video, a woman is seen walking a horse around a fenced area while holding its tail. She continues to walk the horse around and around while the camera captures the scene. "
106138,Fi4-IqJo2xQ,20,An engine revving with whooshing,"In this video, we see a man working on a car engine. He is seen using a wrench to work on the engine, and we can see the engine and other parts of the car in the background. "
106813,Flk-X0gwjF4,510,"Birds chirp in the distance and a man speaks, and walks through the grass","In this video, a man is seen holding a pair of pliers and cutting a piece of wire. He then walks away from the camera. "
104091,G0IsabU5hn4,3,Wind blowing and ocean in the background,"In this video, we see a view of the ocean from a cliff. The video shows the ocean, the sea, the water, and the cliff. The sky is cloudy, and there is a mountain in the distance. We can also see a white house on the shore and a tree on the beach. "
105204,G3YO2unWz7k,290,Sputtering and humming of an engine,"In this video, we see a motorcycle parked on the sidewalk. The camera zooms in on the motorcycle, and we can see the details of the bike. "
104643,GE1aZSnPr2Q,0,A person laughs,"In this video, we see a cute little puppy with a sad face. The puppy is shown in different frames, and we can see that the puppy is still sad in all of them. "
104710,GGgQR7aIofY,40,A horn playing as a vehicle drives in the distance as gusts of wind blow,"In this video, we see a yellow and blue bus parked in a parking lot. There are also other vehicles parked in the lot, including a motorcycle and a red and white bus. The video shows the buses and other vehicles parked in the lot, and we can see the surroundings of the parking lot, including trees and a fence. "
106029,GIOApFAWDOc,160,Birds chirping and singing,"In this video, we see a bird in a cage. The bird is perched on a shelf, and we can see other birds in the background. The video lasts for 8 seconds, and we can see the bird moving around in the cage. "
105161,GMP8m09j5vk,370,"A bird chirps loudly in the foreground, and birds chirp and thumping occurs in the background","In this video, we see a bird sitting on a perch inside a cage. The bird is black and white, and it is perched on a wooden stick. The cage is made of metal, and there is a white wall behind the cage. "
104664,GOD8Bt5LfDE,100,A toy train running as a young boy talks followed by plastic clanking then a child laughing,"In this video, two young boys are playing with a wooden train set. They are sitting on the floor and adding more pieces to the track. "
103656,GPj8h-WcjWs,21,A muffled bus engine running as a woman speaks over an intercom,"In this video, we see a bus with people sitting inside. The video shows different scenes of the bus, including the inside and outside, with people sitting and standing. "
105041,Gkb4f6yodPE,70,Thumping noise followed by a tool sawing wood,"In this video, a man is seen working on a piece of wood using a table saw and a sander. He is also seen using a red tool to cut the wood and a metal tool to cut a piece of metal. "
103322,GuizRlAQ8qQ,50,High pitched continuous drilling that slows down,"In this video, we see a man using a tool to work on a wall. He is wearing a black shirt and is seen holding the tool in his hand. The video lasts for 8 seconds, and the man is seen working on the wall for the entire duration. "
104353,H-vTZh81qAU,30,Clicking followed by humming noise,"The video shows a person opening a refrigerator door. The camera then pans to the right, revealing the contents of the fridge. "
104604,H7-orYrKBeo,70,"A baby cries, and people are communicating","In this video, we see a person sitting on a bus. The person is wearing a white shirt, and there is a blue seat back visible in the background. The person is sitting still, and there is no visible movement or action. "
105666,H7rd9bZtbgc,330,Bells ringing repeatedly,"In this video, a man is seen standing on a balcony and ringing a bell. He continues to do so throughout the video. "
103885,HVz-FJBf_iM,10,Water gurgling in a drain while a man talks followed by a toilet flushing,"In this video, we see a toilet with a black hole in the middle of it. The camera then zooms in on the toilet, and we see a person's feet in the frame. "
105795,HZ9O6sc7cLA,180,Female speaking and a dog barking,"In this video, a person is shown opening a card and looking at its contents. The person then closes the card and sets it down. "
102846,HdPSebdDxe4,90,A beep is followed by retching and muffled speech,"In this video, we see a series of different images. The first image shows a red and black sign with a skull on it. The second image shows a red and black sign with a skull and crossbones on it. The third image shows a red and black sign with a skull on it again. The fourth image shows a red and black sign with a skull and crossbones on it again. The fifth image shows a red and black sign with a skull on it again. The sixth image shows a red and black sign with a skull and crossbones on it again. The seventh image shows a red and black sign with a skull on it again. The eighth image shows a red and black sign with a skull and crossbones on it again. The ninth image shows a red and black sign with a skull on it again. The tenth image shows a red and black sign with a skull and crossbones on it again. The eleventh image shows a red and black sign with a skull and crossbones on it again. The twelfth image shows a red and black sign with a skull and crossbones on it again. The thirteenth image shows a red and black sign with a skull and crossbones on it again. The fourteenth image shows a red and black sign with a skull and crossbones on it again. The fifteenth image shows a red and black sign with a skull and crossbones on it again. The sixteenth image shows a red and black sign with a skull and crossbones on it again. The seventeenth image shows a red and black sign with a skull and crossbones on it again. The eighteenth image shows a red and black sign with a skull and crossbones on it again. The nineteenth image shows a red and black sign with a skull and crossbones on it again. The twentieth image shows a red and black sign with a skull and crossbones on it again. The twenty-first image shows a red and black sign with a skull and crossbones on it again. The twenty-second image shows a red and black sign with a skull and crossbones on it again. The twenty-third image shows a red and black sign with a skull and crossbones on it again. The twenty-fourth image shows a red and black sign with a skull and crossbones on it again. The twenty-fifth image shows a red and black sign with a skull and crossbones on it again. The twenty-sixth image shows a red and black sign with a skull and crossbones on it again. The twenty-seventh image shows a red and black sign with a skull and crossbones on it again. The twenty-eighth image shows a red and black sign with a skull and crossbones on it again. The twenty-ninth image shows a red and black sign with a skull and crossbones on it again. The thirtieth image shows a red and black sign with a skull and crossbones on it again. The thirty-first image shows a red and black sign with a skull and crossbones on it again. The thirty-second image shows a red and black sign with a skull and crossbones on it again. The thirty-third image shows a red and black sign with a skull and crossbones on it again. The thirty-fourth image shows a red and black sign with a skull and crossbones on it again. The thirty-fifth image shows a red and black sign with a skull and crossbones on it again. The thirty-sixth image shows a red and black sign with a skull and crossbones on it again. The thirty-seventh image shows a red and black sign with a skull and crossbones on it again. The thirty-eighth image shows a red and black sign with a skull and crossbones on it again. The thirty-ninth image shows a red and black sign with a skull and crossbones on it again. The fortieth image shows a red and black sign with a skull and crossbones on it again. The forty-first image shows a red and black sign with a skull and crossbones on it again. The forty-second image shows a red and black sign with a skull and crossbones on it again. The forty-third image shows a red and black sign with a skull and crossbones on it again. The forty-fourth image shows a red and black sign with a skull and crossbones on it again. The forty-fifth image shows a red and black sign with a skull and crossbones on it again. The forty-sixth image shows a red and black sign with a skull and crossbones on it again. The forty-seventh image shows a red and black sign with a skull and crossbones on it again. The forty-eighth image"
106256,Hdxfbpnd2-8,140,A man talks and then whistles,"In this video, a man is sitting at a table and making various hand gestures. He is wearing a black shirt and glasses, and there is a picture hanging on the wall behind him. There is also a blue and white tablecloth on the table, and a cell phone and remote control on the table as well. "
103815,HeEa1GZpUGI,30,Several gunshots ring out with glass breaking and a few clicks,"In this video, we see a person holding a gun and pointing it at a car in a game. The video lasts for 8 seconds, and we see different objects and their locations and sizes. "
103403,Hg6HxylRGDo,29,"A two-tone emergency vehicle siren is blaring, and vehicular traffic is present in the background","In this video, we see a man riding a motorcycle down a busy street. The video captures the man riding through traffic, passing by various objects such as buildings, cars, and other motorcycles. "
102830,HkbCUN4V3TU,20,A child screaming and laughing as woman talks and giggles followed by thumping on a wooden surface,"In this video, a young girl is seen crawling on the floor while playing with an adult. The girl then stands up and walks around. "
102741,HqnSyliKTKA,30,'An engine with people speaking and a horse neighing,"In this video, we see a person riding a horse and jumping over obstacles. The video also shows a woman riding a horse and jumping over obstacles. "
